Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,team_avg_pull,team_avg_blk,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,BLK/PP %,Pull/Team Pull %,BLK/Team avg BLK %,SCR/POS %_adj,BLK/PP %_adj,PM/PP_adj,Y/POS_adj,HA/POS %_adj,CMP/POS_adj,AST/POS %_adj,GLS/POS %_adj,T/POS %_adj,TY/POS_adj,RY/POS_adj,Y/CMP_adj,MP_adj,DPP_adj,Pull/Team Pull %_adj,Hck_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_Z,DPP_Z,Pull_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Braden Eberhard,10,113,75,9,6,3,5,11,97,97.0,856,630,226,62.67,10,3,0,0,0,2,66.67,2,8,105,148,shred,2023,248.0,14.0,7.0,8.0,4.0,12.0,1.29,0.1,8.0,3.0,11.0,13.33,4.0,8.82,4.42,14.29,71.43,12.24,4.25,0.09,10.88,12.35,1.26,7.76,4.35,4.12,7.65,3.35,9.66,152.82,101.82,24.49,2.24,-0.75,-0.08,-0.54,-0.62,0.05,-0.28,-0.45,-0.84,-0.66,-0.84,-0.25,1.53,-1.1,-0.52,0.41,-0.34,0.12,-0.11,0.13,0.702
Nathan Huff,13,195,96,8,4,4,4,11,68,98.55,539,295,244,56.25,7,1,1,0,0,0,--,0,3,192,218,shred,2023,248.0,14.0,7.0,4.17,4.17,8.33,0.71,0.06,3.0,3.0,6.0,7.29,1.04,7.93,2.05,0.0,57.14,8.86,2.14,0.05,6.38,7.07,0.74,4.34,4.44,1.41,3.19,3.28,8.69,215.26,181.25,9.53,0.38,-0.8,-0.32,-0.54,-0.81,-0.29,-0.49,-0.64,-0.74,-0.94,-0.82,-0.58,0.76,-1.23,0.36,1.71,-0.39,0.16,-0.26,0.11,0.702
Ben Ashton,14,173,121,9,4,5,6,10,56,88.89,1021,423,598,57.02,5,5,0,0,0,3,75.00,7,1,172,225,shred,2023,248.0,14.0,7.0,3.31,4.13,7.44,0.46,0.06,3.0,5.0,8.0,4.13,4.13,18.23,3.47,50.0,85.71,7.94,3.43,0.06,8.15,4.2,0.5,3.52,4.35,4.2,3.15,5.08,18.06,222.25,164.82,53.89,3.08,-0.75,0.15,-0.61,-0.51,-0.51,-0.58,-0.64,-0.64,-0.37,-0.41,-0.45,0.85,0.3,0.45,1.41,-0.2,-0.21,0.05,-0.3,0.702
Eugene L'Heureux,14,219,139,17,13,4,7,6,152,89.41,1765,1394,371,51.8,13,18,1,0,0,6,66.67,137,3,216,262,shred,2023,248.0,14.0,7.0,9.35,2.88,12.23,1.09,0.03,10.0,3.0,13.0,9.35,12.95,11.61,3.2,978.57,100.0,12.35,3.19,0.03,12.8,9.06,1.08,9.13,3.16,12.42,9.66,3.2,11.9,257.1,206.74,919.67,5.87,-0.3,0.39,-0.89,-0.04,0.39,0.13,0.19,-0.74,1.47,-0.67,0.52,0.23,-0.68,0.91,2.07,3.43,-0.63,0.87,-0.51,0.702
Joel Clutton,5,88,43,3,2,1,6,6,12,85.71,387,91,296,53.49,2,2,0,1,0,1,100.00,0,8,80,93,shred,2023,248.0,14.0,7.0,4.65,2.33,6.98,0.28,0.07,2.0,7.0,9.0,4.65,4.65,32.25,6.82,0.0,85.71,8.3,6.1,0.06,9.19,4.72,0.42,4.9,3.21,4.72,2.57,6.81,29.18,111.11,79.62,19.06,1.57,-1.08,0.15,-0.89,-0.91,-0.85,-0.91,-0.82,-1.04,-0.8,-0.76,-0.78,0.43,2.37,-1.21,0.03,-0.39,-0.37,0.01,-0.56,0.702
Travis Dunn,9,242,281,71,52,19,3,49,329,93.2,5321,2283,3038,51.6,22,19,0,6,0,16,69.57,3,224,18,271,growlers,2023,182.0,9.0,5.0,18.51,6.76,25.27,1.17,0.2,8.0,11.0,19.0,7.83,6.76,16.17,1.24,33.33,60.0,24.88,1.3,0.19,18.69,7.73,1.16,18.08,6.77,6.7,7.9,10.83,16.16,268.18,20.06,35.66,15.59,2.72,-0.56,2.11,2.19,1.41,1.43,3.77,0.76,1.61,2.36,1.41,0.2,-0.01,1.03,-0.9,-0.26,0.62,-0.38,0.75,-0.192
Stefan Samu,10,215,203,38,16,22,9,36,133,93.66,3173,998,2175,50.74,20,8,0,3,0,7,70.00,26,139,76,221,growlers,2023,182.0,9.0,5.0,7.88,10.84,18.72,0.66,0.17,5.0,11.0,16.0,9.85,3.94,23.86,4.19,288.89,180.0,18.5,4.13,0.16,15.72,9.62,0.68,7.79,10.66,3.99,5.0,10.77,23.49,219.5,76.09,280.07,6.86,0.88,0.87,1.2,0.84,1.18,-0.01,0.47,1.06,0.05,1.38,0.12,0.1,1.13,0.4,-0.03,0.74,0.65,0.64,1.34,-0.192
Max Gibson,10,235,266,54,25,29,1,32,179,88.18,5192,2131,3061,54.51,16,23,0,0,0,13,68.42,0,224,11,245,growlers,2023,182.0,9.0,5.0,9.4,10.9,20.3,0.67,0.14,8.0,12.0,20.0,6.02,8.65,29.01,0.43,0.0,20.0,20.07,0.52,0.13,19.64,5.98,0.68,9.28,10.76,8.52,7.89,11.78,28.54,242.97,13.43,3.66,12.67,1.77,-1.04,0.92,2.11,0.73,0.33,1.29,1.76,2.18,2.39,1.25,0.55,1.89,0.7,-1.0,-0.39,-0.26,-0.68,-0.76,-0.192
Jordan Queckboerner,10,181,129,15,8,7,17,25,101,92.66,1204,473,731,44.96,6,5,0,2,0,2,50.00,31,48,133,183,growlers,2023,182.0,9.0,5.0,6.2,5.43,11.63,0.78,0.14,4.0,6.0,9.0,4.65,3.88,11.92,9.39,344.44,340.0,11.8,8.93,0.13,9.07,4.68,0.8,6.19,5.54,3.96,4.07,6.0,12.21,183.43,129.04,326.93,2.14,-0.41,2.77,0.44,-0.4,-0.4,-0.25,-0.27,-0.44,-0.37,-0.26,-0.4,-0.59,-0.64,-0.08,0.83,0.95,-0.12,1.79,0.77,-0.192
Casey Wu,8,120,144,28,2,26,1,22,68,90.67,1555,283,1272,54.86,6,7,0,0,0,0,0.00,0,117,3,130,growlers,2023,182.0,9.0,5.0,1.39,18.06,19.44,0.47,0.18,2.0,9.0,11.0,4.17,4.86,22.87,0.83,0.0,20.0,19.09,0.97,0.17,10.94,4.22,0.5,1.69,17.34,4.87,2.19,8.81,22.42,133.83,7.87,6.56,0.26,0.32,-1.04,0.23,-0.18,-0.4,-0.49,-0.82,1.46,-0.09,0.35,-0.59,0.6,0.98,-0.75,-1.12,-0.39,-0.22,-0.68,-0.7,-0.192
Paul Lally,10,206,249,38,26,12,4,22,372,94.42,4802,3312,1490,50.6,26,20,1,0,0,18,75.00,0,203,3,229,growlers,2023,182.0,9.0,5.0,10.44,4.82,15.26,1.49,0.11,13.0,6.0,19.0,10.44,8.03,12.91,1.94,0.0,80.0,15.21,1.98,0.11,18.65,10.23,1.47,10.27,4.9,7.91,12.69,6.0,13.03,227.46,5.9,3.9,17.46,0.88,-0.32,0.23,1.86,1.86,1.75,1.38,0.06,1.75,0.6,2.44,0.08,-0.49,0.5,-1.12,-0.39,0.43,-0.26,0.52,-0.192
Bryce Lozinski,11,253,257,28,19,9,1,19,244,95.31,2489,1431,1058,52.14,13,10,0,0,0,3,60.00,2,190,63,283,growlers,2023,182.0,9.0,5.0,7.39,3.5,10.89,0.95,0.08,6.0,4.0,10.0,5.06,3.89,10.2,0.4,22.22,20.0,11.01,0.5,0.08,10.0,5.06,0.95,7.34,3.63,3.93,5.96,4.07,10.42,279.48,63.56,25.17,3.04,0.32,-1.04,0.02,0.41,0.39,0.81,0.74,-0.24,0.33,0.11,0.56,0.27,-0.89,1.18,-0.22,-0.31,0.26,-0.66,0.05,-0.192
Steven Milardovich,7,159,190,28,14,14,4,19,143,91.67,2900,1201,1699,51.58,11,13,0,0,0,1,20.00,3,148,11,170,growlers,2023,182.0,9.0,5.0,7.37,7.37,14.74,0.75,0.12,6.0,9.0,15.0,5.79,6.84,20.28,2.52,33.33,80.0,14.7,2.54,0.11,14.75,5.75,0.76,7.3,7.35,6.75,5.95,8.85,20.07,170.95,14.35,36.71,1.15,0.32,-0.32,0.02,0.67,0.16,0.06,0.28,0.26,0.76,0.84,0.33,0.2,0.6,-0.24,-1.0,-0.26,-0.27,-0.24,-0.54,-0.192
Jeffrey Silverman,12,164,80,5,2,3,11,15,22,95.65,436,153,283,47.5,2,1,0,0,0,0,--,1,0,164,173,growlers,2023,182.0,9.0,5.0,2.5,3.75,6.25,0.28,0.09,2.0,4.0,5.0,2.5,1.25,19.82,6.71,11.11,220.0,7.11,6.3,0.08,5.56,2.78,0.36,2.89,4.11,1.67,2.33,4.22,19.4,174.78,154.44,21.1,0.44,-0.97,1.34,-0.26,-0.88,-0.85,-0.83,-0.82,-0.84,-0.94,-0.77,-0.72,-0.29,0.53,-0.2,1.29,-0.35,-0.15,0.71,0.15,-0.192
Michael Tran,8,176,212,23,10,13,6,14,274,94.48,2257,2109,148,50.0,18,15,0,0,0,2,40.00,5,159,17,210,growlers,2023,182.0,9.0,5.0,4.72,6.13,10.85,1.29,0.08,10.0,1.0,11.0,8.49,7.08,8.24,3.41,55.56,120.0,10.99,3.39,0.08,10.95,8.33,1.28,4.78,6.17,6.99,9.77,1.23,8.59,209.05,19.75,57.61,2.09,0.04,0.15,-0.33,0.26,0.95,1.03,-0.08,0.16,1.04,-0.92,1.23,0.01,-1.18,0.26,-0.91,-0.18,0.02,0.05,0.06,-0.192
Thomas Konogeris,10,102,116,13,0,13,2,12,16,84.21,552,34,518,44.83,3,3,1,0,0,0,--,0,80,22,122,growlers,2023,182.0,9.0,5.0,0.0,11.21,11.21,0.14,0.12,0.0,4.0,5.0,2.59,2.59,34.5,1.96,0.0,40.0,11.43,2.04,0.11,5.4,2.78,0.21,0.48,10.88,2.78,0.4,4.16,33.03,127.32,26.44,8.02,0.32,-0.52,-0.8,-0.47,-0.81,-0.74,-0.88,-1.0,0.16,-0.66,-0.5,-0.84,-0.61,2.71,-0.85,-0.84,-0.39,-0.26,-0.54,-0.69,-0.192
Garrett Hable,11,128,69,9,2,7,5,11,41,91.11,611,208,403,34.78,2,2,0,1,0,0,--,0,6,122,146,growlers,2023,182.0,9.0,5.0,2.9,10.14,13.04,0.59,0.09,3.0,6.0,9.0,2.9,2.9,14.9,3.91,0.0,100.0,13.16,3.79,0.08,9.13,3.17,0.64,3.29,9.74,3.17,3.25,6.0,15.04,151.44,116.43,12.78,0.51,-0.75,-0.08,-0.54,-0.77,-0.85,-0.69,-0.82,-0.44,-0.8,-0.63,-0.67,-1.81,-0.2,-0.54,0.66,-0.39,-0.2,-0.12,-0.37,-0.192
Caden Sigerud,11,187,105,8,2,6,5,10,59,98.33,820,253,567,42.86,4,1,0,2,0,1,100.00,0,25,162,212,growlers,2023,182.0,9.0,5.0,1.9,5.71,7.62,0.56,0.05,2.0,5.0,8.0,3.81,0.95,13.9,2.67,0.0,100.0,8.17,2.7,0.05,8.17,3.91,0.6,2.26,5.82,1.3,2.26,5.09,14.08,210.0,154.7,8.78,1.26,-0.8,-0.08,-0.61,-0.64,-0.63,-0.56,-0.82,-0.54,-0.94,-0.45,-0.62,-0.84,-0.34,0.29,1.26,-0.39,0.03,-0.12,-0.02,-0.192
Jimmy McGuinness,8,95,52,3,2,1,9,9,19,86.36,270,30,240,38.46,2,3,0,0,0,1,50.00,0,6,89,105,growlers,2023,182.0,9.0,5.0,3.85,1.92,5.77,0.37,0.09,1.0,5.0,5.0,3.85,5.77,14.21,9.47,0.0,180.0,7.1,8.43,0.08,5.81,4.04,0.47,4.2,2.74,5.65,1.65,5.16,14.5,118.55,87.23,16.29,1.48,-1.08,0.87,-0.68,-0.98,-0.85,-0.85,-0.82,-1.04,-0.66,-0.82,-0.85,-1.37,-0.3,-1.06,0.17,-0.39,-0.46,0.43,-0.48,-0.192
Kyle Rubin,8,179,220,20,10,10,3,9,122,89.05,1992,865,1127,50.0,14,13,0,1,1,3,42.86,0,179,0,198,growlers,2023,182.0,9.0,5.0,4.55,4.55,9.09,0.55,0.05,4.0,5.0,9.0,6.36,5.91,16.33,1.68,0.0,60.0,9.3,1.74,0.05,9.04,6.3,0.57,4.61,4.66,5.87,4.04,5.04,16.32,197.61,3.39,4.39,3.04,-0.13,-0.56,-0.68,0.1,0.5,-0.09,-0.08,-0.14,0.76,0.19,-0.01,0.01,0.02,0.11,-1.16,-0.39,-0.33,-0.4,-0.72,-0.192
Ethan Li,9,147,102,8,4,4,2,6,98,94.23,860,556,304,47.06,7,4,0,0,0,0,0.00,42,37,110,166,growlers,2023,182.0,9.0,5.0,3.92,3.92,7.84,0.96,0.04,5.0,3.0,8.0,6.86,3.92,8.78,1.36,466.67,40.0,8.39,1.51,0.04,8.18,6.69,0.96,4.11,4.2,4.02,5.0,3.27,9.42,168.05,107.14,434.02,0.36,-0.8,-0.8,-0.89,-0.61,-0.29,-0.27,-0.64,-0.74,-0.52,-0.75,-0.32,-0.34,-1.1,-0.29,0.48,1.43,-0.09,-0.2,-0.25,-0.192
Collin Gall,7,117,113,9,4,5,1,5,92,96.84,966,720,246,46.9,5,2,0,3,0,3,75.00,0,68,49,122,growlers,2023,182.0,9.0,5.0,3.54,4.42,7.96,0.81,0.04,6.0,2.0,9.0,4.42,1.77,10.5,0.85,0.0,20.0,8.45,1.02,0.04,9.08,4.47,0.83,3.74,4.63,2.03,5.92,2.33,10.95,127.45,51.36,8.21,3.08,-0.75,-1.04,-0.96,-0.55,-0.51,-0.32,-0.64,-0.64,-0.8,-0.81,-0.16,-0.36,-0.85,-0.85,-0.43,-0.39,0.01,-0.68,-0.35,-0.192
Reggie Sung,11,119,75,7,1,6,4,5,22,81.48,355,89,266,38.67,2,4,0,2,0,0,--,0,5,114,149,growlers,2023,182.0,9.0,5.0,1.33,8.0,9.33,0.29,0.04,1.0,4.0,5.0,2.67,5.33,16.14,3.36,0.0,80.0,9.88,3.32,0.04,5.59,2.94,0.37,1.88,7.88,5.29,1.47,4.24,16.12,153.71,109.76,11.88,0.47,-0.86,-0.32,-0.96,-0.93,-0.85,-0.83,-0.91,-0.54,-0.52,-0.79,-0.79,-1.35,-0.01,-0.51,0.54,-0.39,-0.43,-0.26,-0.8,-0.192
Trevor Purdy,7,111,75,5,1,4,4,5,15,78.95,352,9,343,37.33,1,4,0,0,0,0,0.00,17,27,84,119,growlers,2023,182.0,9.0,5.0,1.33,5.33,6.67,0.2,0.05,0.0,5.0,5.0,1.33,5.33,23.47,3.6,188.89,80.0,7.53,3.53,0.04,5.59,1.76,0.29,1.88,5.53,5.29,0.59,5.12,22.59,127.24,83.29,178.55,0.47,-0.97,-0.32,-0.96,-0.93,-0.97,-0.88,-0.91,-0.74,-0.52,-0.7,-0.87,-1.51,1.07,-0.88,0.09,0.35,-0.55,-0.12,-0.91,-0.192
Ben Levinsky,12,156,81,6,4,2,2,3,34,87.18,472,215,257,41.98,1,5,0,0,0,2,100.00,41,5,151,176,growlers,2023,182.0,9.0,5.0,4.94,2.47,7.41,0.42,0.02,3.0,3.0,6.0,1.23,6.17,13.88,1.28,455.56,40.0,8.13,1.47,0.02,6.44,1.64,0.48,5.06,2.97,6.04,3.22,3.33,14.11,177.43,142.98,416.6,2.22,-0.92,-0.8,-1.1,-0.86,-0.97,-0.74,-0.64,-0.94,-0.37,-0.8,-0.66,-0.95,-0.35,-0.17,1.1,1.39,-0.51,-0.21,-0.9,-0.192
Garrett Martin,12,293,361,85,57,28,4,59,344,91.73,6586,3166,3420,50.69,31,24,2,6,0,14,60.87,0,274,19,332,cascades,2023,177.0,11.0,5.0,15.79,7.76,23.55,0.95,0.2,9.0,9.0,18.0,8.59,6.65,19.15,1.37,0.0,80.0,23.29,1.41,0.19,17.78,8.49,0.95,15.53,7.74,6.61,8.89,8.92,19.07,328.15,20.59,2.72,13.73,3.51,-0.32,2.81,2.98,2.42,1.55,4.22,1.66,2.32,2.8,2.29,0.1,0.43,1.8,-0.88,-0.39,1.02,-0.26,1.43,-0.001
Zeppelin Raunig,11,219,258,47,18,29,5,45,168,96.55,4308,1372,2936,50.39,17,4,0,3,0,7,77.78,0,206,13,226,cascades,2023,177.0,11.0,5.0,6.98,11.24,18.22,0.65,0.21,5.0,11.0,17.0,6.59,1.55,25.64,2.28,0.0,100.0,18.06,2.31,0.2,16.74,6.53,0.66,6.94,11.08,1.68,5.0,10.81,25.28,224.62,15.43,3.77,6.89,1.38,-0.08,1.83,1.55,0.84,0.25,0.65,1.76,-0.52,2.25,0.5,0.06,1.39,0.46,-0.97,-0.39,1.12,-0.12,1.66,-0.001
Khalif El-Salaam,7,193,187,44,32,12,7,42,178,95.19,3378,1783,1595,54.55,19,8,0,1,1,17,85.00,34,136,57,191,cascades,2023,177.0,11.0,5.0,17.11,6.42,23.53,0.95,0.22,10.0,9.0,18.0,10.16,4.28,18.98,3.63,309.09,140.0,23.05,3.6,0.21,17.59,9.9,0.95,16.55,6.45,4.32,9.75,8.85,18.83,190.9,58.07,298.53,16.34,1.21,0.39,1.62,0.97,1.07,0.32,1.93,0.06,0.05,0.72,0.91,0.56,0.41,0.02,-0.31,0.82,0.86,0.38,1.53,-0.001
Jack Brown,8,157,180,34,5,29,4,22,86,85.15,2392,555,1837,53.33,12,12,0,4,0,6,42.86,0,120,37,176,cascades,2023,177.0,11.0,5.0,2.78,16.11,18.89,0.48,0.14,3.0,10.0,13.0,6.67,6.67,27.81,2.55,0.0,80.0,18.63,2.57,0.13,12.84,6.58,0.51,2.95,15.63,6.58,3.11,9.79,27.19,176.68,39.16,5.32,5.89,0.65,-0.32,0.23,0.35,0.28,-0.36,-0.54,1.76,0.62,1.0,-0.32,0.41,1.72,-0.17,-0.61,-0.39,-0.22,-0.26,-0.48,-0.001
Jamie Kauffman,9,179,112,17,5,12,7,21,35,92.11,1052,248,804,55.36,5,2,0,1,0,0,0.00,0,43,136,169,cascades,2023,177.0,11.0,5.0,4.46,10.71,15.18,0.31,0.12,2.0,7.0,9.0,4.46,1.79,30.06,3.91,0.0,140.0,15.08,3.84,0.11,9.08,4.5,0.37,4.59,10.41,2.05,2.25,6.92,28.91,170.64,131.25,8.28,0.33,-0.3,0.39,0.16,-0.49,-0.51,-0.74,-0.54,0.06,-0.8,-0.18,-0.63,0.66,2.05,-0.25,0.87,-0.39,0.06,0.15,0.17,-0.001
Spencer Lofink,7,147,109,23,15,8,7,21,103,90.35,1422,713,709,49.54,5,9,0,0,0,4,40.00,12,47,100,157,cascades,2023,177.0,11.0,5.0,13.76,7.34,21.1,0.94,0.14,7.0,7.0,13.0,4.59,8.26,13.81,4.76,109.09,140.0,20.5,4.61,0.13,12.75,4.62,0.95,13.11,7.31,7.99,6.83,6.92,13.99,159.69,98.15,108.41,4.0,0.04,0.39,0.16,-0.26,-0.51,-0.23,0.37,-0.34,0.19,-0.29,-0.16,-0.04,-0.36,-0.41,0.33,0.03,-0.35,0.23,-0.42,-0.001
Dominic Jacobs,11,210,122,17,4,13,9,20,36,92.31,916,252,664,43.44,3,3,0,3,0,0,--,1,19,191,217,cascades,2023,177.0,11.0,5.0,3.28,10.66,13.93,0.3,0.1,2.0,5.0,8.0,2.46,2.46,25.44,4.29,9.09,180.0,13.94,4.19,0.09,8.15,2.65,0.35,3.49,10.38,2.65,2.23,5.08,24.72,214.88,182.44,16.05,0.3,-0.3,0.87,0.09,-0.58,-0.74,-0.73,-0.64,0.16,-0.66,-0.34,-0.62,-0.77,1.36,0.35,1.7,-0.36,-0.04,0.44,0.17,-0.001
Marc Munoz,7,163,200,33,19,14,1,16,279,93.62,3593,2054,1539,51.0,14,16,0,2,0,10,66.67,0,159,4,173,cascades,2023,177.0,11.0,5.0,9.5,7.0,16.5,1.4,0.1,10.0,8.0,18.0,7.0,8.0,12.88,0.61,0.0,20.0,16.38,0.72,0.1,17.62,6.9,1.38,9.33,7.0,7.86,9.76,7.9,13.03,173.76,7.52,4.81,9.71,0.6,-1.04,-0.19,1.1,0.5,1.07,0.74,0.26,1.19,0.66,1.18,0.13,-0.5,-0.2,-1.11,-0.39,-0.13,-0.68,-0.56,-0.001
Parker Howard,10,170,199,24,8,16,5,16,88,91.67,2005,680,1325,45.23,6,8,0,5,0,2,66.67,1,132,38,196,cascades,2023,177.0,11.0,5.0,4.02,8.04,12.06,0.44,0.09,3.0,7.0,10.0,3.02,4.02,22.78,2.94,9.09,100.0,12.15,2.94,0.09,10.0,3.11,0.47,4.11,7.99,4.07,3.1,6.95,22.46,195.67,39.91,13.49,2.1,0.09,-0.08,-0.19,0.11,-0.4,-0.34,-0.27,0.46,0.05,0.41,-0.2,-0.56,0.97,0.08,-0.6,-0.36,-0.18,-0.12,-0.34,-0.001
Chris Roach,9,171,120,18,10,8,11,14,38,73.08,1027,468,559,38.33,1,12,1,3,0,2,20.00,85,31,140,180,cascades,2023,177.0,11.0,5.0,8.33,6.67,15.0,0.32,0.08,4.0,5.0,9.0,0.83,10.0,27.03,6.43,772.73,220.0,14.92,6.17,0.07,9.08,1.15,0.37,8.15,6.7,9.62,4.08,5.08,26.18,180.69,135.23,721.06,2.15,-0.24,1.34,-0.33,-0.51,-0.97,-0.71,-0.08,-0.34,0.62,-0.46,-0.41,-1.39,1.6,-0.12,0.93,2.63,-0.88,1.27,-0.68,-0.001
Peter Geertz-Larson,12,180,144,11,2,9,4,14,34,91.89,936,277,659,44.44,4,1,0,0,0,1,100.00,0,72,108,190,cascades,2023,177.0,11.0,5.0,1.39,6.25,7.64,0.24,0.08,2.0,5.0,6.0,2.78,0.69,27.53,2.22,0.0,80.0,8.05,2.27,0.07,6.26,2.92,0.29,1.69,6.3,0.97,2.19,5.06,26.78,189.94,106.05,6.56,1.19,-0.64,-0.32,-0.33,-0.57,-0.63,-0.74,-0.82,-0.24,-0.94,-0.34,-0.6,-0.65,1.67,0.01,0.45,-0.39,0.05,-0.26,-0.06,-0.001
Emmet Shipway,10,168,105,14,8,6,1,13,57,93.44,900,534,366,50.48,10,2,0,0,0,4,100.00,17,27,141,169,cascades,2023,177.0,11.0,5.0,7.62,5.71,13.33,0.54,0.08,5.0,3.0,9.0,9.52,1.9,15.79,0.6,154.55,20.0,13.39,0.81,0.07,9.09,9.13,0.58,7.48,5.82,2.17,5.0,3.26,15.81,170.74,135.52,149.89,4.0,-0.47,-1.04,-0.4,-0.59,0.05,-0.57,-0.27,-0.54,-0.8,-0.68,-0.34,0.07,-0.06,-0.25,0.95,0.21,0.28,-0.57,0.13,-0.001
Tarik Akyuz,9,155,115,12,4,8,5,13,57,90.48,1100,347,753,53.91,5,4,0,0,0,2,40.00,28,48,107,170,cascades,2023,177.0,11.0,5.0,3.48,6.96,10.43,0.5,0.08,3.0,7.0,10.0,4.35,3.48,19.3,3.23,254.55,100.0,10.72,3.21,0.07,10.0,4.4,0.54,3.68,6.96,3.6,3.16,6.92,19.04,171.52,104.68,242.27,2.16,-0.58,-0.08,-0.4,-0.46,-0.51,-0.57,-0.64,-0.34,-0.52,-0.24,-0.53,0.48,0.46,-0.24,0.44,0.6,-0.15,0.06,-0.2,-0.001
Brandon Li,8,136,78,6,1,5,6,10,20,86.96,418,73,345,46.15,3,2,0,0,0,1,100.00,0,8,128,153,cascades,2023,177.0,11.0,5.0,1.28,6.41,7.69,0.26,0.07,1.0,4.0,5.0,3.85,2.56,20.9,4.41,0.0,120.0,8.41,4.25,0.06,5.57,3.98,0.34,1.82,6.48,2.84,1.45,4.23,20.34,157.09,122.32,11.48,1.34,-0.92,0.15,-0.61,-0.89,-0.74,-0.85,-0.91,-0.64,-0.8,-0.7,-0.8,-0.45,0.69,-0.46,0.75,-0.39,-0.23,0.01,-0.35,-0.001
Kenny Lane III,11,244,245,21,13,8,1,8,279,94.58,2570,2028,542,49.8,19,10,0,4,0,6,85.71,39,147,97,274,cascades,2023,177.0,11.0,5.0,5.31,3.27,8.57,1.14,0.03,8.0,2.0,10.0,7.76,4.08,9.21,0.41,354.55,20.0,8.78,0.51,0.03,10.0,7.65,1.13,5.34,3.42,4.12,7.88,2.16,9.48,270.67,96.25,344.61,5.92,-0.08,-1.04,-0.75,0.46,1.07,1.07,0.19,-0.34,0.33,-0.48,1.15,-0.01,-1.04,1.07,0.29,0.99,0.52,-0.42,0.58,-0.001
Jake Shoyer,4,66,64,9,1,8,1,7,43,93.48,755,238,517,53.13,2,2,0,1,0,2,100.00,0,51,15,72,cascades,2023,177.0,11.0,5.0,1.56,12.5,14.06,0.67,0.11,4.0,8.0,12.0,3.12,3.12,17.56,1.52,0.0,20.0,14.05,1.72,0.1,11.73,3.37,0.71,2.16,11.76,3.37,4.14,7.73,17.35,87.81,23.51,13.65,2.27,-0.75,-1.04,-0.82,-0.68,-0.85,-0.68,-0.91,-0.34,-0.8,-0.5,-0.64,0.39,0.2,-1.47,-0.94,-0.39,-0.28,-0.68,-0.79,-0.001
Louie Bertoncin,10,111,77,4,2,2,4,6,46,97.87,514,325,189,46.75,1,1,0,1,0,0,--,0,39,72,116,cascades,2023,177.0,11.0,5.0,2.6,2.6,5.19,0.6,0.05,4.0,2.0,7.0,1.3,1.3,11.17,3.6,0.0,80.0,6.2,3.53,0.04,7.34,1.73,0.65,2.99,3.11,1.73,4.11,2.46,11.73,124.39,72.69,11.61,0.46,-1.03,-0.32,-0.89,-0.83,-0.97,-0.65,-0.82,-0.94,-0.94,-0.88,-0.55,-0.38,-0.75,-0.92,-0.09,-0.39,-0.23,-0.26,-0.49,-0.001
Kota Sugahara,9,122,119,5,3,2,6,5,108,95.58,960,748,212,39.5,10,4,0,2,0,2,100.00,0,65,57,139,cascades,2023,177.0,11.0,5.0,2.52,1.68,4.2,0.91,0.04,6.0,2.0,8.0,8.4,3.36,8.89,4.92,0.0,120.0,4.96,4.77,0.04,8.16,8.14,0.92,2.79,2.09,3.49,5.92,2.31,9.44,142.88,58.63,7.83,2.16,-0.97,0.15,-0.96,-0.55,0.05,-0.2,-0.73,-0.94,-0.52,-0.85,-0.13,-1.25,-1.09,-0.63,-0.31,-0.39,-0.0,0.01,0.01,-0.001
Kamal Raslan,5,97,111,5,4,1,3,4,86,94.51,852,668,184,63.06,7,3,0,1,0,3,60.00,0,97,0,102,cascades,2023,177.0,11.0,5.0,3.6,0.9,4.5,0.77,0.04,6.0,2.0,8.0,6.31,2.7,9.91,3.09,0.0,60.0,5.29,3.08,0.04,8.17,6.2,0.79,3.8,1.4,2.89,5.92,2.33,10.41,109.19,6.45,8.35,3.08,-0.97,-0.56,-1.03,-0.62,-0.29,-0.36,-0.64,-1.04,-0.66,-0.88,-0.21,1.58,-0.93,-1.1,-1.16,-0.39,-0.09,-0.4,-0.35,-0.001
Nate Wipfler,9,126,112,7,2,5,5,4,26,81.25,493,130,363,43.75,0,5,1,3,0,1,25.00,0,68,58,144,cascades,2023,177.0,11.0,5.0,1.79,4.46,6.25,0.23,0.03,1.0,3.0,4.0,0.0,4.46,18.96,3.97,0.0,100.0,6.89,3.89,0.03,4.49,0.41,0.29,2.14,4.67,4.5,1.33,3.25,18.72,147.69,59.64,8.28,1.25,-0.86,-0.08,-1.03,-0.84,-1.08,-0.8,-0.82,-0.64,-0.37,-0.68,-0.75,-0.74,0.41,-0.57,-0.3,-0.39,-0.59,-0.12,-0.97,-0.001
