Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,DPP_Z,MP_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Conor Bauman,11,159,95,15,9,6,5,11,89,89.9,612,548,64,48.42,4,7,0,2,0,2,40.00,73,0,159,175,spiders,2023,9.47,6.32,15.79,0.94,3.14,0.07,6.0,1.0,6.0,4.21,7.37,6.88,181.0,14.9,4.81,9.95,554.67,4.1,80.62,8.71,6.1,6.81,496.29,58.48,7.75,176.33,-0.44,-0.1,-0.54,-0.76,-0.64,-0.36,-0.2,-0.55,-0.13,-0.99,-0.35,-0.18,-1.38,-0.23,1.22,-0.23,-0.16,-0.03,-0.145,0.164
Matthew Burke,10,165,104,9,3,6,4,10,49,98.0,515,206,309,50.0,4,1,0,2,1,0,--,0,2,163,189,spiders,2023,2.88,5.77,8.65,0.47,2.42,0.06,2.0,3.0,5.0,3.85,0.96,10.51,181.0,9.44,3.91,9.12,470.7,4.09,44.79,3.26,6.09,1.35,188.37,282.42,10.99,189.0,-0.76,-0.33,-0.6,-0.82,-0.64,-0.63,-0.73,-0.56,-0.94,-0.73,-0.66,0.01,-0.85,-0.06,1.28,-0.06,-0.03,-0.22,-0.05,0.164
Ray Mendoza,10,163,78,6,2,4,9,9,32,86.49,461,184,277,53.85,3,5,0,1,0,0,0.00,0,0,163,169,spiders,2023,2.56,5.13,7.69,0.41,5.52,0.06,2.0,4.0,6.0,3.85,6.41,14.41,181.0,6.91,8.32,7.98,409.75,3.23,28.48,2.45,4.34,5.0,163.66,246.2,14.59,171.27,-0.91,0.79,-0.69,-0.85,-0.74,-0.75,-0.8,-0.74,-0.4,-0.77,-0.69,0.47,-0.27,-0.3,1.28,-0.3,-0.43,0.59,-0.317,0.164
Matt Barcellos,3,59,41,8,7,1,2,8,45,95.74,536,234,302,53.66,2,2,0,0,0,1,33.33,0,14,45,66,spiders,2023,17.07,2.44,19.51,1.1,3.39,0.14,6.0,7.0,13.0,4.88,4.88,11.91,181.0,9.18,2.2,6.43,432.86,2.59,36.37,6.8,2.18,2.59,189.1,243.96,12.71,90.12,-0.77,-0.77,-0.8,-0.84,-0.82,-0.69,-0.39,-0.97,-0.76,-0.78,-0.66,0.45,-0.64,-1.44,-0.49,-1.44,-0.26,-0.3,-0.159,0.164
Kushal Khangaonkar,4,64,57,9,6,3,2,7,32,86.49,367,41,326,43.86,3,4,0,0,0,0,0.00,0,11,53,84,spiders,2023,10.53,5.26,15.79,0.56,3.12,0.11,1.0,6.0,6.0,5.26,7.02,11.47,181.0,9.75,2.15,5.96,313.72,3.3,27.37,6.0,3.6,4.15,35.63,278.24,12.15,99.67,-0.74,-0.78,-0.83,-0.92,-0.73,-0.76,-0.46,-0.82,-0.52,-0.74,-0.82,-0.72,-0.7,-1.31,-0.37,-1.31,-0.33,-0.32,-0.224,0.164
Dylan Burns,3,42,37,7,3,4,1,6,21,87.5,413,176,237,48.65,1,1,0,1,0,0,0.00,0,6,36,52,spiders,2023,8.11,10.81,18.92,0.57,2.38,0.14,5.0,6.0,11.0,2.7,2.7,19.67,181.0,8.49,1.43,4.72,327.26,1.85,16.74,3.64,4.64,1.85,139.62,187.85,18.89,81.15,-0.81,-0.97,-0.92,-0.91,-0.9,-0.84,-0.69,-0.71,-0.87,-0.84,-0.71,-0.15,0.51,-1.57,-0.63,-1.57,-0.19,-0.41,-0.114,0.164
Munis Thahir,5,66,50,4,2,2,2,5,27,96.43,366,112,254,40.0,0,1,0,0,0,0,--,1,14,52,79,spiders,2023,4.0,4.0,8.0,0.54,3.03,0.08,2.0,5.0,7.0,0.0,2.0,13.56,181.0,5.67,2.17,4.17,306.67,0.83,22.67,2.67,2.83,1.67,94.17,212.67,13.97,97.33,-0.98,-0.78,-0.96,-0.92,-1.02,-0.8,-0.78,-0.9,-0.89,-0.81,-0.76,-1.19,-0.39,-1.34,-0.39,-1.34,-0.37,-0.32,-0.241,0.164
Greg Martin,11,219,261,49,6,43,8,47,168,95.45,2832,432,2400,48.66,16,8,0,2,1,3,60.00,1,211,8,235,phoenix,2023,2.3,16.48,18.77,0.64,3.65,0.21,2.0,9.0,11.0,6.13,3.07,16.86,203.0,47.71,7.82,45.27,2727.87,15.59,161.84,6.0,41.67,7.89,416.24,2311.66,16.83,233.3,1.49,0.67,1.97,0.63,0.72,0.26,-0.46,3.18,0.04,1.63,-0.43,-0.15,0.09,0.57,-1.05,0.57,0.77,0.37,0.785,-0.006
James Pollard,12,260,308,66,25,41,7,46,179,87.32,4946,1545,3401,47.4,12,23,0,4,0,19,59.38,12,244,16,287,phoenix,2023,8.12,13.31,21.43,0.58,2.69,0.18,5.0,11.0,16.0,3.9,7.47,27.63,203.0,64.36,6.87,44.55,4790.78,11.78,173.4,24.4,39.93,22.43,1496.57,3294.24,27.26,283.92,2.47,0.42,1.92,1.96,0.27,0.35,1.3,3.0,2.21,2.78,0.68,-0.3,1.69,1.27,-0.93,1.27,-0.39,0.08,-0.408,-0.006
Max Trifillis,10,230,146,24,10,14,14,38,71,98.61,1409,333,1076,50.0,5,0,0,0,0,2,100.00,4,27,203,257,phoenix,2023,6.85,9.59,16.44,0.49,6.09,0.17,2.0,7.0,10.0,3.42,0.0,19.85,203.0,23.36,13.29,35.56,1319.32,5.0,66.51,9.74,13.55,0.32,311.97,1007.41,19.6,252.64,0.06,2.07,1.28,-0.27,-0.53,-0.46,-0.11,0.23,-1.1,0.11,-0.53,0.01,0.54,0.84,1.88,0.84,0.29,1.29,0.439,-0.006
Sean Mott,12,276,330,51,35,16,2,31,505,96.01,5184,3596,1588,48.48,30,20,0,2,0,23,65.71,4,261,15,322,phoenix,2023,10.61,4.85,15.45,1.53,0.72,0.11,11.0,5.0,16.0,9.09,6.06,10.27,203.0,49.91,2.03,30.09,5031.82,29.26,490.18,34.15,15.74,19.56,3490.38,1541.47,10.44,318.09,1.62,-0.82,0.89,2.11,2.34,2.75,2.23,0.46,1.78,0.74,2.74,-0.17,-0.88,1.75,-0.94,1.75,0.95,-0.86,0.969,-0.006
Eric Witmer,11,240,131,20,14,6,14,26,95,92.23,1347,756,591,56.49,6,8,0,0,0,6,75.00,0,0,240,280,phoenix,2023,10.69,4.58,15.27,0.73,5.83,0.11,6.0,5.0,10.0,4.58,6.11,14.18,203.0,19.57,13.22,24.16,1252.18,5.93,88.33,13.43,6.07,7.79,702.74,549.51,14.31,273.55,-0.16,2.05,0.47,-0.31,-0.42,-0.3,0.25,-0.56,0.02,-0.42,-0.13,0.79,-0.3,1.13,2.43,1.13,-0.2,1.23,-0.067,-0.006
Paul Owens,12,254,168,19,13,6,16,24,194,95.57,1091,769,322,52.38,11,7,1,4,0,4,57.14,161,23,231,304,phoenix,2023,7.74,3.57,11.31,1.15,6.3,0.09,5.0,2.0,6.0,6.55,4.17,5.62,203.0,18.72,15.27,22.65,1030.27,10.66,183.16,12.61,6.06,6.89,726.08,304.25,6.2,297.54,-0.21,2.57,0.36,-0.46,0.14,0.42,0.17,-0.56,-0.11,-0.71,-0.11,0.3,-1.57,1.47,2.3,1.47,0.16,1.53,0.363,-0.006
CJ Colicchio,9,136,135,26,13,13,3,22,109,96.46,2114,531,1583,54.07,13,4,0,3,0,2,66.67,13,110,26,139,phoenix,2023,9.63,9.63,19.26,0.81,2.21,0.16,4.0,12.0,16.0,9.63,2.96,19.39,203.0,25.17,3.0,20.48,1968.9,12.45,101.55,12.52,12.59,4.07,494.72,1474.24,19.16,142.45,0.17,-0.57,0.21,0.15,0.35,-0.2,0.16,0.13,-0.54,0.66,-0.35,0.5,0.47,-0.71,-0.78,-0.71,0.25,-0.28,0.163,-0.006
Matt Hanna,11,150,94,17,8,9,10,21,53,89.83,845,251,594,52.13,7,6,0,0,0,1,100.00,0,7,143,160,phoenix,2023,8.51,9.57,18.09,0.56,6.67,0.14,3.0,6.0,9.0,7.45,6.38,15.94,203.0,16.71,9.33,18.98,764.71,6.81,48.0,7.81,8.81,5.9,227.35,537.46,15.95,162.79,-0.33,1.05,0.1,-0.63,-0.32,-0.61,-0.29,-0.27,-0.26,-0.43,-0.62,0.27,-0.04,-0.42,0.98,-0.42,-0.09,0.79,-0.002,-0.006
Dmitry Suvorov,10,132,155,16,10,6,2,14,108,98.18,1251,249,1002,50.32,8,2,0,2,0,1,100.00,0,127,5,166,phoenix,2023,6.45,3.87,10.32,0.7,1.52,0.11,2.0,6.0,8.0,5.16,1.29,11.58,203.0,15.88,2.06,13.15,1175.79,7.82,101.52,9.76,6.06,2.18,234.21,941.64,11.85,167.39,-0.38,-0.81,-0.32,-0.36,-0.2,-0.2,-0.1,-0.56,-0.82,0.04,-0.61,0.05,-0.69,-0.36,-1.09,-0.36,-0.03,-0.5,-0.07,-0.006
Eric Nardelli,11,141,91,13,3,10,1,14,51,98.08,522,194,328,51.65,2,0,0,0,1,1,100.00,0,6,135,155,phoenix,2023,3.3,10.99,14.29,0.56,0.71,0.1,2.0,4.0,6.0,2.2,0.0,10.24,203.0,13.1,1.2,12.61,471.31,2.3,46.05,3.3,9.7,0.5,175.29,296.12,10.81,158.37,-0.54,-1.03,-0.36,-0.81,-0.85,-0.62,-0.72,-0.18,-1.07,-0.71,-0.68,0.21,-0.89,-0.49,0.86,-0.49,0.08,-0.63,0.008,-0.006
Calvin Trisolini,12,225,283,38,31,7,3,12,445,93.88,4441,3541,900,48.76,24,27,1,2,0,22,75.86,0,225,0,268,phoenix,2023,10.95,2.47,13.43,1.57,1.33,0.05,13.0,3.0,16.0,8.48,9.54,9.98,203.0,37.18,3.0,11.59,4289.77,23.35,429.85,30.15,7.0,26.25,3420.32,869.49,10.19,265.3,0.87,-0.57,-0.43,1.63,1.64,2.29,1.85,-0.46,2.78,-0.05,2.66,-0.14,-0.92,1.01,-1.16,1.01,-0.05,-0.56,-0.116,-0.006
Kainoa Chun-Moy,11,156,165,16,6,10,5,12,121,93.8,1314,587,727,50.3,10,6,0,3,0,4,80.00,12,102,54,195,phoenix,2023,3.64,6.06,9.7,0.73,3.21,0.08,4.0,4.0,8.0,6.06,3.64,10.86,203.0,15.89,4.89,11.31,1239.49,9.71,114.14,6.0,9.83,5.94,553.74,685.8,11.15,194.66,-0.38,-0.08,-0.45,-0.32,0.03,-0.1,-0.46,-0.16,-0.26,-0.26,-0.29,0.05,-0.79,0.02,-0.36,0.02,0.01,-0.06,0.003,-0.006
Brandon Pastor,11,114,107,10,2,8,2,10,60,95.24,727,167,560,40.19,5,2,0,0,0,0,--,0,44,70,149,phoenix,2023,1.87,7.48,9.35,0.56,1.75,0.09,2.0,5.0,7.0,4.67,1.87,12.12,203.0,10.34,2.09,9.15,665.72,5.0,54.96,2.34,7.91,2.26,153.15,512.65,12.45,152.42,-0.7,-0.8,-0.6,-0.69,-0.53,-0.55,-0.81,-0.36,-0.81,-0.46,-0.7,-1.16,-0.61,-0.57,-0.12,-0.57,-0.11,-0.46,-0.124,-0.006
Mike Campanella,12,154,96,7,3,4,5,8,123,96.09,568,446,122,53.13,10,4,1,0,0,1,100.00,3,10,144,183,phoenix,2023,3.12,4.17,7.29,1.28,3.25,0.05,5.0,1.0,6.0,10.42,4.17,4.62,203.0,7.66,4.81,7.25,515.36,9.53,111.49,3.28,4.28,4.09,404.4,111.06,5.69,183.57,-0.86,-0.1,-0.74,-0.79,0.01,-0.12,-0.72,-0.75,-0.53,-0.93,-0.44,0.39,-1.72,-0.13,0.99,-0.13,0.06,-0.05,0.047,-0.006
Gavin Abrahamsson,7,84,53,6,0,6,2,7,29,96.67,450,86,364,52.83,4,1,0,0,0,0,--,0,2,82,101,phoenix,2023,0.0,11.32,11.32,0.55,2.38,0.08,2.0,7.0,8.0,7.55,1.89,15.52,203.0,7.27,2.16,5.89,380.16,4.16,24.56,0.95,6.16,1.63,73.14,307.17,15.6,114.97,-0.88,-0.78,-0.83,-0.87,-0.63,-0.78,-0.95,-0.55,-0.9,-0.7,-0.78,0.35,-0.1,-1.09,0.06,-1.09,-0.13,-0.36,-0.108,-0.006
Justin Keller,12,160,106,9,6,3,3,6,118,94.4,646,408,238,47.17,5,6,0,0,0,0,0.00,0,15,145,192,phoenix,2023,5.66,2.83,8.49,1.11,1.88,0.04,4.0,2.0,6.0,4.72,5.66,5.47,203.0,9.43,3.0,5.48,591.17,5.0,107.91,6.0,3.34,5.91,373.26,218.0,6.38,191.74,-0.76,-0.57,-0.86,-0.74,-0.53,-0.15,-0.46,-0.84,-0.26,-0.81,-0.47,-0.33,-1.59,-0.02,1.01,-0.02,-0.35,-0.39,-0.344,-0.006
Nate Little,6,81,49,4,3,1,4,6,15,88.24,189,45,144,44.9,1,1,0,1,0,0,--,0,11,70,96,phoenix,2023,6.12,2.04,8.16,0.31,4.94,0.07,1.0,3.0,4.0,2.04,2.04,12.6,203.0,5.69,3.83,4.98,158.66,1.68,12.63,3.51,2.02,1.68,38.22,120.61,13.18,111.76,-0.98,-0.35,-0.9,-1.02,-0.92,-0.87,-0.7,-0.98,-0.89,-0.92,-0.82,-0.6,-0.54,-1.14,-0.12,-1.14,-0.29,-0.05,-0.183,-0.006
Andres Rodriguez,5,44,40,6,2,4,2,5,39,92.86,320,155,165,45.0,2,2,0,1,0,0,--,0,7,37,69,phoenix,2023,5.0,10.0,15.0,0.98,4.55,0.11,4.0,4.0,8.0,5.0,5.0,8.21,203.0,7.6,2.2,4.0,258.0,2.6,31.4,2.8,4.6,2.6,125.0,133.2,9.77,93.0,-0.86,-0.77,-0.97,-0.95,-0.81,-0.73,-0.77,-0.71,-0.76,-0.9,-0.73,-0.59,-1.19,-1.4,-0.61,-1.4,-0.22,-0.3,-0.133,-0.006
Alex Thorne,10,208,256,17,12,5,1,5,317,95.2,2878,1988,890,48.05,12,13,0,0,0,13,65.00,0,207,1,236,phoenix,2023,4.69,1.95,6.64,1.24,0.48,0.02,8.0,3.0,11.0,4.69,5.08,9.08,203.0,16.89,1.08,4.81,2770.18,11.74,305.12,11.77,5.08,12.7,1913.45,856.77,9.34,234.23,-0.32,-1.06,-0.91,0.66,0.27,1.34,0.09,-0.66,0.75,-0.06,1.11,-0.22,-1.06,0.58,-1.15,0.58,-0.43,-0.83,-0.507,-0.006
Jordan Rhyne,12,221,276,25,18,7,5,3,341,91.91,3580,2320,1260,49.28,21,26,1,1,0,11,45.83,0,221,0,263,phoenix,2023,6.52,2.54,9.06,1.24,2.26,0.01,8.0,5.0,13.0,7.61,9.42,10.5,203.0,24.62,4.93,2.9,3455.17,20.44,329.11,17.58,7.0,25.27,2239.06,1216.15,10.69,260.41,0.14,-0.07,-1.05,1.1,1.3,1.53,0.64,-0.46,2.63,0.36,1.45,-0.07,-0.85,0.95,-1.16,0.95,-0.79,-0.21,-0.833,-0.006
Max Sheppard,12,287,351,91,50,41,6,67,266,90.48,5809,2540,3269,51.57,22,24,0,6,0,38,69.09,2,260,27,326,thunderbirds,2023,14.25,11.68,25.93,0.76,2.09,0.23,7.0,9.0,17.0,6.27,6.84,21.84,179.0,88.87,5.92,65.14,5648.36,21.53,258.66,48.78,40.06,23.47,2469.78,3178.61,21.68,322.2,3.91,0.18,3.39,2.51,1.42,0.99,3.63,3.01,2.36,2.64,1.69,0.2,0.83,1.81,-0.76,1.81,0.95,-0.18,1.13,0.075
Carl Johnson,12,261,272,59,14,45,10,60,111,91.74,3214,721,2493,53.68,11,7,0,2,0,7,77.78,0,194,67,271,thunderbirds,2023,5.15,16.54,21.69,0.41,3.83,0.23,3.0,9.0,12.0,4.04,2.57,28.95,179.0,57.4,9.75,57.87,3100.38,10.79,107.1,13.72,43.65,6.93,695.61,2404.81,28.49,268.09,2.06,1.16,2.87,0.87,0.15,-0.16,0.28,3.39,-0.11,1.74,-0.14,0.45,1.88,1.05,-0.16,1.05,0.93,0.63,1.107,0.075
Jimmy Towle,10,219,274,39,16,23,2,29,238,96.75,3489,859,2630,55.84,21,8,0,4,0,2,66.67,0,212,7,253,thunderbirds,2023,5.84,8.39,14.23,0.87,0.91,0.13,3.0,10.0,13.0,7.66,2.92,14.66,179.0,38.12,2.04,27.98,3366.5,20.44,229.65,15.65,22.44,7.89,828.93,2537.61,14.71,250.75,0.93,-0.81,0.74,1.04,1.3,0.77,0.46,1.16,0.04,1.9,-0.0,0.71,-0.23,0.81,-1.06,0.81,0.4,-0.69,0.346,0.075
Charlie Vukovic,9,153,96,14,8,6,11,20,41,91.11,1091,398,693,51.04,3,4,0,1,0,2,50.00,64,12,141,177,thunderbirds,2023,8.33,6.25,14.58,0.43,7.19,0.13,4.0,7.0,11.0,3.12,4.17,26.61,179.0,14.0,10.25,18.11,989.02,3.19,37.23,7.81,6.09,4.09,360.92,628.19,25.61,178.13,-0.49,1.29,0.04,-0.48,-0.74,-0.69,-0.29,-0.56,-0.53,-0.33,-0.48,0.14,1.54,-0.21,0.95,-0.21,-0.28,0.93,-0.158,0.075
Jonathan Mast,12,254,325,36,28,8,3,20,551,95.66,5134,3901,1233,52.62,40,19,1,0,0,14,66.67,0,254,0,290,thunderbirds,2023,8.62,2.46,11.08,1.7,1.18,0.08,12.0,4.0,16.0,12.31,5.85,9.32,179.0,35.34,3.0,19.4,4981.04,38.96,534.58,27.34,7.97,18.58,3784.7,1196.37,9.52,286.99,0.77,-0.57,0.13,2.08,3.49,3.08,1.58,-0.36,1.63,0.33,3.04,0.33,-1.02,1.32,-1.16,1.32,1.23,-0.61,1.331,0.075
Mikey O'Brien,9,160,150,22,11,11,10,20,74,86.05,1794,440,1354,45.33,11,9,1,3,0,2,100.00,0,72,88,183,thunderbirds,2023,7.33,7.33,14.67,0.49,6.25,0.12,3.0,9.0,12.0,7.33,6.0,24.24,179.0,21.5,9.56,18.75,1682.5,10.62,69.44,10.69,10.75,8.75,412.81,1269.75,23.72,183.38,-0.05,1.11,0.08,-0.04,0.13,-0.44,-0.02,-0.07,0.16,0.42,-0.43,-0.55,1.19,-0.13,0.15,-0.13,-0.25,0.79,-0.148,0.075
Kenny Furdella,8,153,172,17,5,12,2,17,194,98.48,1371,1000,371,52.91,12,2,1,0,0,1,100.00,0,118,35,170,thunderbirds,2023,2.91,6.98,9.88,1.13,1.31,0.11,6.0,2.0,8.0,6.98,1.16,7.07,179.0,16.84,2.05,16.07,1296.22,11.62,183.4,5.05,11.73,2.16,945.33,350.95,7.56,171.04,-0.32,-0.81,-0.11,-0.29,0.25,0.42,-0.56,0.04,-0.82,-0.65,0.12,0.36,-1.36,-0.31,-0.64,-0.31,0.63,-0.51,0.503,0.075
Steve Mogielski,12,177,113,11,6,5,14,17,72,87.8,865,524,341,51.33,6,8,0,0,1,3,42.86,3,19,158,212,thunderbirds,2023,5.31,4.42,9.73,0.64,7.91,0.1,5.0,3.0,8.0,5.31,7.08,12.01,179.0,11.24,13.11,15.62,795.49,5.92,66.23,6.0,5.16,7.76,481.8,313.76,12.33,210.13,-0.65,2.02,-0.14,-0.61,-0.42,-0.47,-0.46,-0.65,0.02,-0.69,-0.36,0.17,-0.62,0.24,1.2,0.24,-0.36,1.36,-0.205,0.075
Anson Reppermund,11,242,297,29,12,17,5,16,172,92.47,3325,830,2495,50.51,15,11,1,7,0,3,33.33,0,229,13,269,thunderbirds,2023,4.04,5.72,9.76,0.58,2.07,0.07,3.0,8.0,11.0,5.05,3.7,19.33,179.0,28.51,4.93,15.48,3217.02,14.67,166.43,11.8,16.67,10.8,803.13,2413.93,19.22,266.39,0.36,-0.07,-0.15,0.95,0.61,0.29,0.09,0.56,0.47,1.75,-0.03,0.07,0.46,1.03,-0.97,1.03,-0.42,-0.22,-0.49,0.075
Clint McSherry,6,127,156,27,22,5,3,15,266,93.33,2745,2552,193,57.69,15,15,0,0,0,7,43.75,0,125,2,144,thunderbirds,2023,14.1,3.21,17.31,1.71,2.36,0.12,16.0,1.0,18.0,9.62,9.62,10.32,179.0,26.22,3.0,14.1,2580.24,14.4,250.04,21.04,5.12,14.4,2398.57,181.73,10.66,146.71,0.23,-0.57,-0.25,0.54,0.58,0.93,0.98,-0.66,1.01,-0.85,1.61,0.94,-0.87,-0.65,-1.13,-0.65,0.28,-0.29,0.2,0.075
Noah Celuch,11,231,279,22,11,11,6,12,338,95.48,2643,2086,557,52.69,13,13,0,3,0,4,44.44,0,211,20,265,thunderbirds,2023,3.94,3.94,7.89,1.21,2.6,0.05,7.0,2.0,9.0,4.66,4.66,7.82,179.0,21.72,5.9,11.58,2551.89,12.72,326.34,10.83,10.86,12.72,2013.99,537.93,8.1,262.37,-0.03,0.18,-0.43,0.52,0.38,1.5,-0.0,-0.05,0.76,-0.43,1.22,0.34,-1.24,0.97,-0.87,0.97,-0.01,-0.04,-0.016,0.075
Chris Graber,6,93,60,9,2,7,4,11,15,93.75,515,2,513,46.67,2,1,0,1,0,0,--,0,9,84,121,thunderbirds,2023,3.33,11.67,15.0,0.25,4.3,0.12,0.0,9.0,9.0,3.33,1.67,34.33,179.0,9.71,3.86,9.43,442.86,2.43,13.0,2.57,7.0,1.57,2.43,440.57,31.71,130.71,-0.74,-0.35,-0.58,-0.83,-0.83,-0.87,-0.79,-0.46,-0.91,-0.55,-0.85,-0.39,2.68,-0.87,0.09,-0.87,-0.2,-0.1,-0.156,0.075
Pete Zaccardi,11,183,126,11,9,2,8,9,102,90.27,1307,775,532,43.65,6,9,0,1,0,7,77.78,38,19,164,235,thunderbirds,2023,7.14,1.59,8.73,0.81,4.37,0.05,6.0,4.0,10.0,4.76,7.14,12.81,179.0,11.22,7.63,8.34,1211.63,5.93,94.57,8.78,2.37,8.71,718.38,493.32,13.04,231.62,-0.65,0.62,-0.66,-0.34,-0.42,-0.25,-0.2,-0.95,0.16,-0.49,-0.12,-0.75,-0.51,0.54,1.29,0.54,-0.54,0.34,-0.518,0.075
Alex Thomas,4,72,46,7,4,3,1,8,22,100.0,286,80,206,71.74,2,0,0,0,0,0,--,0,4,68,82,thunderbirds,2023,8.7,6.52,15.22,0.48,1.39,0.11,2.0,4.0,6.0,4.35,0.0,13.0,179.0,8.25,1.36,6.57,236.71,2.54,18.25,4.36,3.71,0.89,66.61,170.29,13.54,101.11,-0.83,-0.99,-0.79,-0.97,-0.82,-0.83,-0.62,-0.81,-1.01,-0.86,-0.79,2.62,-0.48,-1.29,-0.15,-1.29,-0.1,-0.47,-0.093,0.075
Jacob Anthuvan,9,111,102,8,2,6,4,8,42,91.3,616,1,615,46.08,2,4,0,0,0,0,--,0,36,75,135,thunderbirds,2023,1.96,5.88,7.84,0.41,3.6,0.07,0.0,6.0,6.0,1.96,3.92,14.67,179.0,8.54,3.91,7.29,561.89,2.27,38.34,2.36,6.09,4.09,1.36,560.62,14.79,139.82,-0.81,-0.33,-0.73,-0.76,-0.85,-0.68,-0.81,-0.56,-0.53,-0.41,-0.85,-0.46,-0.23,-0.75,-0.04,-0.75,-0.52,-0.11,-0.416,0.075
Ryan Kindell,7,70,45,8,5,3,5,7,24,80.0,353,237,116,42.22,1,6,0,0,0,3,50.00,20,4,66,84,thunderbirds,2023,11.11,6.67,17.78,0.53,7.14,0.1,5.0,3.0,8.0,2.22,13.33,14.71,179.0,9.09,4.64,5.73,290.64,1.73,19.82,5.18,3.73,5.82,194.82,96.0,14.94,103.09,-0.78,-0.15,-0.85,-0.93,-0.92,-0.82,-0.54,-0.8,-0.27,-0.95,-0.66,-0.92,-0.22,-1.26,-0.18,-1.26,-0.45,0.1,-0.271,0.075
Thomas Hansen,8,99,62,4,1,3,2,6,19,100.0,274,118,156,51.61,1,0,0,0,0,0,--,0,3,96,120,thunderbirds,2023,1.61,4.84,6.45,0.31,2.02,0.06,2.0,3.0,4.0,1.61,0.0,14.42,179.0,5.39,2.14,5.17,237.33,1.56,16.5,1.69,3.56,0.69,102.31,135.17,14.64,129.58,-0.99,-0.79,-0.89,-0.97,-0.94,-0.84,-0.88,-0.82,-1.04,-0.9,-0.75,0.21,-0.27,-0.89,0.27,-0.89,-0.21,-0.4,-0.187,0.075
Andrew Thompson,8,88,65,8,6,2,2,5,49,89.09,327,265,62,47.69,3,4,0,1,0,1,100.00,2,4,84,112,thunderbirds,2023,9.23,3.08,12.31,0.75,2.27,0.06,4.0,1.0,5.0,4.62,6.15,6.67,179.0,8.8,2.13,4.33,284.73,3.27,42.6,6.0,2.67,4.13,230.33,54.53,7.91,122.27,-0.79,-0.79,-0.95,-0.93,-0.74,-0.65,-0.46,-0.91,-0.53,-1.0,-0.62,-0.26,-1.41,-0.99,0.09,-0.99,-0.24,-0.38,-0.201,0.075
Dylan Best,1,19,25,6,4,2,0,5,17,94.44,252,99,153,44.0,1,1,0,0,0,2,100.00,0,19,0,20,thunderbirds,2023,16.0,8.0,24.0,0.68,0.0,0.26,4.0,6.0,10.0,4.0,4.0,14.82,179.0,8.29,0.86,3.57,182.86,2.14,12.43,4.57,3.43,2.14,72.14,111.0,15.16,68.29,-0.82,-1.11,-1.0,-1.0,-0.87,-0.87,-0.6,-0.83,-0.82,-0.93,-0.78,-0.71,-0.21,-1.75,-1.16,-1.75,-0.2,-0.48,-0.076,0.075
John McMonigal,8,98,59,5,2,3,2,4,25,96.15,300,189,111,54.24,1,1,0,2,0,1,100.00,0,8,90,108,thunderbirds,2023,3.39,5.08,8.47,0.42,2.04,0.04,3.0,2.0,5.0,1.69,1.69,12.0,179.0,6.3,2.14,3.42,257.97,1.58,21.52,2.58,3.58,1.58,162.33,95.78,12.58,119.74,-0.94,-0.79,-1.01,-0.95,-0.94,-0.81,-0.79,-0.82,-0.91,-0.95,-0.69,0.52,-0.63,-1.03,0.18,-1.03,-0.22,-0.38,-0.183,0.075
Quinn Buermeyer,12,266,338,39,5,34,4,20,161,88.46,2477,713,1764,35.21,7,16,1,7,0,2,40.00,1,243,23,327,steel,2023,1.48,10.06,11.54,0.48,1.5,0.08,2.0,5.0,7.0,2.07,4.73,15.39,148.0,38.28,3.97,19.43,2406.11,6.94,156.4,5.03,33.22,15.68,692.66,1713.48,15.41,323.03,0.94,-0.32,0.13,0.43,-0.3,0.22,-0.56,2.29,1.2,0.94,-0.14,-1.76,-0.12,1.82,-0.82,1.82,-0.4,-0.52,-0.612,-0.329
Raphy Hayes,5,120,137,28,18,10,6,20,149,91.41,2901,1260,1641,47.45,11,12,0,2,0,10,62.50,2,109,11,132,steel,2023,13.14,7.3,20.44,1.09,5.0,0.17,9.0,12.0,21.0,8.03,8.76,19.47,148.0,27.05,5.8,18.64,2704.33,10.59,138.93,17.18,9.8,11.52,1174.63,1529.78,19.23,135.88,0.28,0.15,0.07,0.62,0.13,0.08,0.61,-0.17,0.58,0.72,0.35,-0.29,0.48,-0.8,-1.0,-0.8,-0.36,0.23,-0.284,-0.329
